,value_im,lat_im,long_im,value_ex,lat_ex,long_ex
2017-01-01 00:00:00,-2.0,52.156113,5.387827,1.3206666666666667,52.156113,6.387827
2017-01-01 00:00:00,-6.0,49.745998,6.10321,399.3333333333333,49.745998,7.103210000000001
2017-01-01 00:00:00,0.0,47.081013,2.398782,4.279166666666667,47.081013,3.398782
2017-01-01 00:00:00,0.0,46.81995,8.40065,1.2,46.81995,9.40065
2017-01-01 00:00:00,-1.2714999999999999,47.554008,14.322770000000002,6.742999999999999,47.554008,15.322770000000002
2017-01-01 00:00:00,-1.9705000000000001,50.034309,15.781198999999999,69.33333333333333,50.034309,16.781198999999997
2017-01-01 00:00:00,-874.8333333333334,51.759246999999995,19.455982000000002,0.0,51.759246999999995,20.455982000000002
2017-01-01 00:00:00,-552.0,56.138481000000006,8.973180000000001,55.0,56.138481000000006,9.973180000000001
2017-01-01 00:00:00,0.0,58.41080899999999,15.621373,14.5,58.41080899999999,16.621373000000002
2017-01-01 00:00:00,0.0,51.318729,9.49463,9.404166666666667,51.318729,9.49463
2017-01-01 06:00:00,-2.0,52.156113,5.387827,1.4186666666666667,52.156113,6.387827
2017-01-01 06:00:00,-8.666666666666666,49.745998,6.10321,368.1666666666667,49.745998,7.103210000000001
2017-01-01 06:00:00,0.0,47.081013,2.398782,4.1815,47.081013,3.398782
2017-01-01 06:00:00,0.0,46.81995,8.40065,1.2,46.81995,9.40065
2017-01-01 06:00:00,-323.1983333333334,47.554008,14.322770000000002,7.011833333333333,47.554008,15.322770000000002
2017-01-01 06:00:00,-2.1078333333333332,50.034309,15.781198999999999,247.33333333333334,50.034309,16.781198999999997
2017-01-01 06:00:00,-823.8333333333334,51.759246999999995,19.455982000000002,0.0,51.759246999999995,20.455982000000002
2017-01-01 06:00:00,-101.59750000000001,56.138481000000006,8.973180000000001,139.34199999999998,56.138481000000006,9.973180000000001
2017-01-01 06:00:00,0.0,58.41080899999999,15.621373,39.333333333333336,58.41080899999999,16.621373000000002
2017-01-01 06:00:00,0.0,51.318729,9.49463,11.285166666666667,51.318729,9.49463
2017-01-01 12:00:00,-57.833333333333336,52.156113,5.387827,1.6405,52.156113,6.387827
2017-01-01 12:00:00,-6.166666666666667,49.745998,6.10321,395.0,49.745998,7.103210000000001
2017-01-01 12:00:00,-248.5,47.081013,2.398782,4.138833333333333,47.081013,3.398782
2017-01-01 12:00:00,-34.833333333333336,46.81995,8.40065,1.2298333333333333,46.81995,9.40065
2017-01-01 12:00:00,-1.8568333333333333,47.554008,14.322770000000002,6.213499999999999,47.554008,15.322770000000002
2017-01-01 12:00:00,-2.063833333333333,50.034309,15.781198999999999,377.0,50.034309,16.781198999999997
2017-01-01 12:00:00,-515.3448333333333,51.759246999999995,19.455982000000002,9.833333333333334,51.759246999999995,20.455982000000002
2017-01-01 12:00:00,-390.5833333333333,56.138481000000006,8.973180000000001,0.6015,56.138481000000006,9.973180000000001
2017-01-01 12:00:00,-137.5,58.41080899999999,15.621373,0.0,58.41080899999999,16.621373000000002
2017-01-01 12:00:00,0.0,51.318729,9.49463,8.367333333333333,51.318729,9.49463
2017-01-01 18:00:00,-56.5,52.156113,5.387827,1.3235000000000001,52.156113,6.387827
2017-01-01 18:00:00,-8.833333333333334,49.745998,6.10321,424.3333333333333,49.745998,7.103210000000001
2017-01-01 18:00:00,-30.333333333333332,47.081013,2.398782,4.355333333333333,47.081013,3.398782
2017-01-01 18:00:00,-33.166666666666664,46.81995,8.40065,1.3950000000000002,46.81995,9.40065
2017-01-01 18:00:00,-166.3085,47.554008,14.322770000000002,5.617,47.554008,15.322770000000002
2017-01-01 18:00:00,-2.180166666666666,50.034309,15.781198999999999,240.5,50.034309,16.781198999999997
2017-01-01 18:00:00,-874.0,51.759246999999995,19.455982000000002,0.0,51.759246999999995,20.455982000000002
2017-01-01 18:00:00,-585.0,56.138481000000006,8.973180000000001,0.0,56.138481000000006,9.973180000000001
2017-01-01 18:00:00,-461.8333333333333,58.41080899999999,15.621373,0.0,58.41080899999999,16.621373000000002
2017-01-01 18:00:00,0.0,51.318729,9.49463,7.652333333333334,51.318729,9.49463
2017-01-02 00:00:00,-1.2608333333333333,52.156113,5.387827,97.0,52.156113,6.387827
2017-01-02 00:00:00,-8.666666666666666,49.745998,6.10321,511.1666666666667,49.745998,7.103210000000001
2017-01-02 00:00:00,-56.166666666666664,47.081013,2.398782,627.5,47.081013,3.398782
2017-01-02 00:00:00,-8.166666666666666,46.81995,8.40065,2.0079999999999996,46.81995,9.40065
2017-01-02 00:00:00,-206.33333333333334,47.554008,14.322770000000002,6.332,47.554008,15.322770000000002
2017-01-02 00:00:00,-254.0,50.034309,15.781198999999999,569.6666666666666,50.034309,16.781198999999997
2017-01-02 00:00:00,-876.6666666666666,51.759246999999995,19.455982000000002,0.0,51.759246999999995,20.455982000000002
2017-01-02 00:00:00,-585.0,56.138481000000006,8.973180000000001,0.0,56.138481000000006,9.973180000000001
2017-01-02 00:00:00,-615.0,58.41080899999999,15.621373,0.0,58.41080899999999,16.621373000000002
2017-01-02 00:00:00,0.0,51.318729,9.49463,6.2745,51.318729,9.49463
2017-01-02 06:00:00,-293.2155,52.156113,5.387827,436.3333333333333,52.156113,6.387827
2017-01-02 06:00:00,-15.0,49.745998,6.10321,638.5,49.745998,7.103210000000001
2017-01-02 06:00:00,-218.16666666666666,47.081013,2.398782,810.1666666666666,47.081013,3.398782
2017-01-02 06:00:00,-342.0,46.81995,8.40065,2.001,46.81995,9.40065
2017-01-02 06:00:00,-320.0,47.554008,14.322770000000002,7.229500000000001,47.554008,15.322770000000002
2017-01-02 06:00:00,-521.0008333333334,50.034309,15.781198999999999,908.3333333333334,50.034309,16.781198999999997
2017-01-02 06:00:00,-532.5,51.759246999999995,19.455982000000002,0.0,51.759246999999995,20.455982000000002
2017-01-02 06:00:00,-585.0,56.138481000000006,8.973180000000001,12.5,56.138481000000006,9.973180000000001
2017-01-02 06:00:00,-615.0,58.41080899999999,15.621373,0.0,58.41080899999999,16.621373000000002
