,value_im,lat_im,long_im,value_ex,lat_ex,long_ex
2017-01-01,-78.05272619047619,52.156113,5.387827,125.68678571428568,52.156113,6.387827
2017-01-01,-15.630952380952381,49.745998,6.10321,479.2083333333333,49.745998,7.103210000000001
2017-01-01,-141.61673214285716,47.081013,2.398782,221.6294642857142,47.081013,3.398782
2017-01-01,-217.00396428571426,46.81995,8.40065,256.07151785714274,46.81995,9.40065
2017-01-01,-264.5154047619047,47.554008,14.322770000000002,5.005065476190476,47.554008,15.322770000000002
2017-01-01,-201.62258333333335,50.034309,15.781198999999999,473.549630952381,50.034309,16.781198999999997
2017-01-01,-316.5420773809524,51.759246999999995,19.455982000000002,51.375,51.759246999999995,20.455982000000002
2017-01-01,-304.72985119047644,56.138481000000006,8.973180000000001,76.90244642857147,56.138481000000006,9.973180000000001
2017-01-01,-325.0238095238095,58.41080899999999,15.621373,12.928571428571429,58.41080899999999,16.621373000000002
2017-01-01,0.0,51.318729,9.49463,14.976892857142863,51.318729,9.49463
2017-01-08,-98.69133333333333,52.156113,5.387827,165.658130952381,52.156113,6.387827
2017-01-08,-14.273809523809524,49.745998,6.10321,519.327380952381,49.745998,7.103210000000001
2017-01-08,-143.70825595238097,47.081013,2.398782,131.8409166666667,47.081013,3.398782
2017-01-08,-100.31474404761904,46.81995,8.40065,284.2862559523811,46.81995,9.40065
2017-01-08,-305.2242202380952,47.554008,14.322770000000002,4.936065476190476,47.554008,15.322770000000002
2017-01-08,-309.1365535714286,50.034309,15.781198999999999,324.83513095238095,50.034309,16.781198999999997
2017-01-08,-246.04428571428573,51.759246999999995,19.455982000000002,103.04761904761905,51.759246999999995,20.455982000000002
2017-01-08,-288.25938095238087,56.138481000000006,8.973180000000001,151.6626607142857,56.138481000000006,9.973180000000001
2017-01-08,-226.7797619047619,58.41080899999999,15.621373,26.053571428571427,58.41080899999999,16.621373000000002
2017-01-08,-6.762934523809522,51.318729,9.49463,0.0,51.318729,9.49463
2017-01-15,-223.55844642857141,52.156113,5.387827,173.32554166666665,52.156113,6.387827
2017-01-15,-19.61904761904762,49.745998,6.10321,621.9404761904761,49.745998,7.103210000000001
2017-01-15,-37.83759523809524,47.081013,2.398782,351.12272023809516,47.081013,3.398782
2017-01-15,-134.76190476190476,46.81995,8.40065,1.9632559523809534,46.81995,9.40065
2017-01-15,-334.8244642857143,47.554008,14.322770000000002,7.0158988095238115,47.554008,15.322770000000002
2017-01-15,-330.93238690476176,50.034309,15.781198999999999,449.8895952380952,50.034309,16.781198999999997
2017-01-15,-435.04827380952383,51.759246999999995,19.455982000000002,8.238095238095237,51.759246999999995,20.455982000000002
2017-01-15,-473.2100000000001,56.138481000000006,8.973180000000001,9.361904761904762,56.138481000000006,9.973180000000001
2017-01-15,-577.9761904761905,58.41080899999999,15.621373,8.083333333333334,58.41080899999999,16.621373000000002
2017-01-15,0.0,51.318729,9.49463,7.893511904761904,51.318729,9.49463
2017-01-22,-178.45670833333335,52.156113,5.387827,157.89002976190474,52.156113,6.387827
2017-01-22,-15.755952380952381,49.745998,6.10321,619.1785714285714,49.745998,7.103210000000001
