,value,lat,long
2017-01-01 00:00:00,9.3288,9.707071000000001,51.228388
2017-01-01 00:00:00,1.3218,6.628553,51.938339
2017-01-01 00:00:00,-2.0,6.804434,52.208448
2017-01-01 00:00:00,1.2,9.0095,47.629306
2017-01-01 00:00:00,0.0,8.165664,47.629306
2017-01-01 00:00:00,0.0,9.487368,54.769801
2017-01-01 00:00:00,-585.0,8.740771,54.769801
2017-01-01 00:00:00,67.8,12.299951,50.00156
2017-01-01 00:00:00,-1.9642000000000004,12.783043,49.290202
2017-01-01 00:00:00,402.0,6.408965,49.604481
2017-01-01 00:00:00,-5.8,6.233296,49.945034
2017-01-01 00:00:00,2.0,13.525799,55.072864
2017-01-01 00:00:00,0.0,13.130464000000002,55.098016
2017-01-01 00:00:00,6.759,13.041866,47.954065
2017-01-01 00:00:00,-1.2702,12.206069,47.599681
2017-01-01 00:00:00,4.2782,7.946076,48.684614
2017-01-01 00:00:00,0.0,7.375149,49.089157
2017-01-01 00:00:00,0.0,14.713545000000002,52.019543
2017-01-01 00:00:00,-874.8,14.581793,52.342890999999995
2017-01-01 05:00:00,11.0302,9.707071000000001,51.228388
2017-01-01 05:00:00,1.4526,6.628553,51.938339
2017-01-01 05:00:00,-2.0,6.804434,52.208448
2017-01-01 05:00:00,1.2,9.0095,47.629306
2017-01-01 05:00:00,0.0,8.165664,47.629306
2017-01-01 05:00:00,232.38520000000003,9.487368,54.769801
2017-01-01 05:00:00,-198.803,8.740771,54.769801
2017-01-01 05:00:00,244.2,12.299951,50.00156
2017-01-01 05:00:00,-2.0762,12.783043,49.290202
2017-01-01 05:00:00,359.2,6.408965,49.604481
2017-01-01 05:00:00,-8.4,6.233296,49.945034
2017-01-01 05:00:00,62.0,13.525799,55.072864
2017-01-01 05:00:00,0.0,13.130464000000002,55.098016
2017-01-01 05:00:00,6.813999999999998,13.041866,47.954065
2017-01-01 05:00:00,-387.54540000000003,12.206069,47.599681
2017-01-01 05:00:00,4.1472,7.946076,48.684614
2017-01-01 05:00:00,0.0,7.375149,49.089157
2017-01-01 05:00:00,0.0,14.713545000000002,52.019543
2017-01-01 05:00:00,-845.2,14.581793,52.342890999999995
2017-01-01 10:00:00,10.532599999999999,9.707071000000001,51.228388
2017-01-01 10:00:00,1.4494,6.628553,51.938339
2017-01-01 10:00:00,-2.0,6.804434,52.208448
2017-01-01 10:00:00,1.2,9.0095,47.629306
2017-01-01 10:00:00,0.0,8.165664,47.629306
2017-01-01 10:00:00,1.547,9.487368,54.769801
2017-01-01 10:00:00,-118.21400000000001,8.740771,54.769801
2017-01-01 10:00:00,285.2,12.299951,50.00156
2017-01-01 10:00:00,-2.1398,12.783043,49.290202
