,value,lat,long
2017-01-18,-475.0,8.165664,47.629306
2017-01-18,0.0,9.487368,54.769801
2017-01-18,-607.8,8.740771,54.769801
2017-01-18,612.3268,12.299951,50.00156
2017-01-18,-351.56987999999996,12.783043,49.290202
2017-01-18,639.08,6.408965,49.604481
2017-01-18,-29.68,6.233296,49.945034
2017-01-18,0.0,13.525799,55.072864
2017-01-18,-608.92,13.130464000000002,55.098016
2017-01-18,7.18088,13.041866,47.954065
2017-01-18,-306.21776,12.206069,47.599681
2017-01-18,625.29,7.946076,48.684614
2017-01-18,-3.4799999999999995,7.375149,49.089157
2017-01-18,0.0,14.713545000000002,52.019543
2017-01-18,-442.0799999999999,14.581793,52.342890999999995
2017-01-19,7.4893600000000005,9.707071000000001,51.228388
2017-01-19,104.08,6.628553,51.938339
2017-01-19,-346.17788,6.804434,52.208448
2017-01-19,1.99696,9.0095,47.629306
2017-01-19,-32.48,8.165664,47.629306
2017-01-19,0.0,9.487368,54.769801
2017-01-19,-597.8062,8.740771,54.769801
2017-01-19,606.12144,12.299951,50.00156
2017-01-19,-396.27724,12.783043,49.290202
2017-01-19,651.6,6.408965,49.604481
2017-01-19,-31.2,6.233296,49.945034
2017-01-19,0.0,13.525799,55.072864
2017-01-19,-604.92,13.130464000000002,55.098016
2017-01-19,7.85128,13.041866,47.954065
2017-01-19,-246.59128,12.206069,47.599681
2017-01-19,760.60556,7.946076,48.684614
2017-01-19,-23.919999999999998,7.375149,49.089157
2017-01-19,0.0,14.713545000000002,52.019543
2017-01-19,-438.08000000000004,14.581793,52.342890999999995
2017-01-20,7.9703,9.707071000000001,51.228388
2017-01-20,71.89999999999999,6.628553,51.938339
2017-01-20,-270.93575,6.804434,52.208448
2017-01-20,2.0269999999999997,9.0095,47.629306
2017-01-20,-7.0,8.165664,47.629306
2017-01-20,0.0,9.487368,54.769801
2017-01-20,-595.0,8.740771,54.769801
2017-01-20,581.3000000000001,12.299951,50.00156
2017-01-20,-454.32804999999996,12.783043,49.290202
2017-01-20,675.5,6.408965,49.604481
2017-01-20,-31.650000000000002,6.233296,49.945034
2017-01-20,0.0,13.525799,55.072864
2017-01-20,-615.0,13.130464000000002,55.098016
2017-01-20,7.724349999999999,13.041866,47.954065
2017-01-20,-328.5027,12.206069,47.599681
2017-01-20,453.23195000000004,7.946076,48.684614
2017-01-20,0.0,7.375149,49.089157
2017-01-20,0.0,14.713545000000002,52.019543
2017-01-20,-476.80000000000007,14.581793,52.342890999999995
2017-01-21,10.545079999999999,9.707071000000001,51.228388
2017-01-21,170.40879999999999,6.628553,51.938339
2017-01-21,-70.72,6.804434,52.208448
2017-01-21,2.0069999999999997,9.0095,47.629306
2017-01-21,-91.4,8.165664,47.629306
2017-01-21,0.0,9.487368,54.769801
2017-01-21,-561.645,8.740771,54.769801
2017-01-21,303.92,12.299951,50.00156
2017-01-21,-36.506919999999994,12.783043,49.290202
2017-01-21,582.1600000000001,6.408965,49.604481
2017-01-21,-13.639999999999997,6.233296,49.945034
2017-01-21,0.0,13.525799,55.072864
2017-01-21,-615.0,13.130464000000002,55.098016
2017-01-21,7.455879999999999,13.041866,47.954065
2017-01-21,-434.48596,12.206069,47.599681
2017-01-21,3.8710800000000005,7.946076,48.684614
