,value_im,lat_im,long_im,value_ex,lat_ex,long_ex
2017-01-01 00:00:00,-2.0,52.156113,5.387827,1.405,52.156113,6.387827
2017-01-01 00:00:00,-6.0,49.745998,6.10321,414.0,49.745998,7.103210000000001
2017-01-01 00:00:00,0.0,47.081013,2.398782,4.195,47.081013,3.398782
2017-01-01 00:00:00,0.0,46.81995,8.40065,1.2,46.81995,9.40065
2017-01-01 00:00:00,-1.1963333333333335,47.554008,14.322770000000002,6.8293333333333335,47.554008,15.322770000000002
2017-01-01 00:00:00,-1.9993333333333334,50.034309,15.781198999999999,37.0,50.034309,16.781198999999997
2017-01-01 00:00:00,-837.6666666666666,51.759246999999995,19.455982000000002,0.0,51.759246999999995,20.455982000000002
2017-01-01 00:00:00,-585.0,56.138481000000006,8.973180000000001,0.0,56.138481000000006,9.973180000000001
2017-01-01 00:00:00,0.0,58.41080899999999,15.621373,2.0,58.41080899999999,16.621373000000002
2017-01-01 00:00:00,0.0,51.318729,9.49463,9.456000000000001,51.318729,9.49463
2017-01-01 03:00:00,-2.0,52.156113,5.387827,1.2363333333333333,52.156113,6.387827
2017-01-01 03:00:00,-6.0,49.745998,6.10321,384.6666666666667,49.745998,7.103210000000001
2017-01-01 03:00:00,0.0,47.081013,2.398782,4.363333333333333,47.081013,3.398782
2017-01-01 03:00:00,0.0,46.81995,8.40065,1.2,46.81995,9.40065
2017-01-01 03:00:00,-1.3466666666666667,47.554008,14.322770000000002,6.656666666666666,47.554008,15.322770000000002
2017-01-01 03:00:00,-1.9416666666666664,50.034309,15.781198999999999,101.66666666666667,50.034309,16.781198999999997
2017-01-01 03:00:00,-912.0,51.759246999999995,19.455982000000002,0.0,51.759246999999995,20.455982000000002
2017-01-01 03:00:00,-519.0,56.138481000000006,8.973180000000001,110.0,56.138481000000006,9.973180000000001
2017-01-01 03:00:00,0.0,58.41080899999999,15.621373,27.0,58.41080899999999,16.621373000000002
2017-01-01 03:00:00,0.0,51.318729,9.49463,9.352333333333334,51.318729,9.49463
2017-01-01 06:00:00,-2.0,52.156113,5.387827,1.5643333333333331,52.156113,6.387827
2017-01-01 06:00:00,-8.666666666666666,49.745998,6.10321,345.6666666666667,49.745998,7.103210000000001
2017-01-01 06:00:00,0.0,47.081013,2.398782,4.0360000000000005,47.081013,3.398782
2017-01-01 06:00:00,0.0,46.81995,8.40065,1.2,46.81995,9.40065
2017-01-01 06:00:00,-645.077,47.554008,14.322770000000002,6.728666666666666,47.554008,15.322770000000002
